full_name,final_score,occupation,hometown,city,state,state_id,archive_info,date,dt_indx,id_x,created_at,favorite_count,retweet_count,anecdote,text,game_info_flg,winner_flg,gender,clean_text,answer_number,job,final_job_category
John Giambrone,19601,an investment banking analyst,"New York, New York",New York,New York,NY,J! Archive - Show #7693,2018-02-07,3,961390901674303491,2018-02-08 00:07:07,7,0,I went to Europe and Australia for four months.,"2/7/18:
""I went to Europe and Australia for four months.""
""My mom spells my name differently than I do.""
""After I got the call for @Jeopardy!, I became an uncle""
#Jeopardy https://t.co/4In4awSCt5",True,1,male,I went to Europe and Australia for four months.,answer1,investment banking analyst,analyst
Jenny Rhodes,1889,a university literature instructor,"New York, New York",New York,New York,NY,J! Archive - Show #7691,2018-02-05,1,960666111728652288,2018-02-06 00:07:04,5,0,I did research living in Florence.,"2/5/18:
""People can't pronounce my last name, Udicious.""
""I've lost weight and stress doing kickboxing.""
""I did research living in Florence.""
#Jeopardy https://t.co/g43jz6ty9T",True,0,female,I did research living in Florence.,answer3,university literature instructor,teacher
Jenny Rhodes,11899,a university literature instructor,"New York, New York",New York,New York,NY,J! Archive - Show #7690,2018-02-02,3,959579245600235520,2018-02-03 00:08:14,7,0,I worked on subtitles for operas.,"2/2/18:
""I worked on subtitles for operas.""
""I catalogued The Shining for the Stanley Kubrick Archive.""
""I loved Alex Trebek's cameo on The X-Files.""
#Jeopardy https://t.co/nN0lVnqTF3",True,1,female,I worked on subtitles for operas.,answer1,university literature instructor,teacher
Rosie Jonker,5999,a literary agent,"New York, New York",New York,New York,NY,J! Archive - Show #7684,2018-01-25,2,956679848298209280,2018-01-26 00:07:04,11,1,I think I saw a Loch Ness Monster-like creature.,"1/25/18:
""I interrupted my honeymoon to come play.""
""I think I saw a Loch Ness Monster-like creature.""
""I saw an Icelandic aurora.""
#Jeopardy https://t.co/SfN3gKpTii",True,0,female,I think I saw a Loch Ness Monster-like creature.,answer2,literary agent,editor
Olev Jaakson,2000,a research analyst,"New York, New York",New York,New York,NY,J! Archive - Show #7667,2018-01-02,3,948345596867379200,2018-01-03 00:09:44,13,0,I have a fear of flying and went skydiving.,"1/2/18:
""I have a fear of flying and went skydiving.""
""A woman on the flight here played her cello.""
""I've shot Ping-Pong balls out of a cannon at 300 MPH.""
#Jeopardy https://t.co/FPqSQuOxtq",True,0,male,I have a fear of flying and went skydiving.,answer1,research analyst,analyst
Tom Blake,10000,a video producer,"New York, New York",New York,New York,NY,J! Archive - Show #7615,2017-10-20,1,921513740981428229,2017-10-20 23:09:31,3,0,I had a street photography show in New York.,"10/20/17:
""I broke my leg down the stairs.""
""I went skydiving for the first time.""
""I had a street photography show in New York.""
#Jeopardy https://t.co/LOYxPE0J7X",True,0,male,I had a street photography show in New York.,answer3,video producer,actor/artist/designer
Tom Blake,16601,a video producer,"New York, New York",New York,New York,NY,J! Archive - Show #7614,2017-10-19,3,921193449260544000,2017-10-20 01:56:47,3,1,I motorcycled across America.,"10/19/17:
""I motorcycled across America.""
""I made @BarackObama &amp; @BillClinton laugh.""
""I wrote for a 50-hour radio trivia quiz.""
#Jeopardy https://t.co/mCAKhfSeMv",True,1,male,I motorcycled across America.,answer1,video producer,actor/artist/designer
Larry Coben,0,an archaeologist and foundation executive director,"New York, New York",New York,New York,NY,J! Archive - Show #7589,2017-09-14,3,908472496353136641,2017-09-14 23:28:16,19,3,I help women near archaeological sites.,"9/14/17:
""I help women near archaeological sites.""
""I inform consumers about dairy.""
""My school's only sports team is quiddifch.""
#Jeopardy https://t.co/yN2gcK6eZt",True,0,male,I help women near archaeological sites.,answer1,archaeologist foundation executive director,director
Ragavan Ramsubramani,1,a financial analyst,"New York, New York",New York,New York,NY,J! Archive - Show #7536,2017-05-22,1,866793155810787330,2017-05-22 23:09:27,16,1,I was a pub quiz champion in college.,"5/22/17:
""I collect giraffes.""
""I serenaded elk with my saxophone in elementary school.""
""I was a pub quiz champion in college.""
#Jeopardy https://t.co/q6zQ9c9LXE",True,0,male,I was a pub quiz champion in college.,answer3,financial analyst,analyst
Ragavan Ramsubramani,13001,a financial analyst,"New York, New York",New York,New York,NY,J! Archive - Show #7525,2017-05-05,1,860632707197542400,2017-05-05 23:10:01,21,3,I sat on the wrong side at a European soccer game.,"5/5/17:
""I had no fun riding a bobsled.""
""I wrote supernatural crime novels.""
""I sat on the wrong side at a European soccer game.""
#Jeopardy https://t.co/fnpcveOsqF",True,1,male,I sat on the wrong side at a European soccer game.,answer3,financial analyst,analyst
Ragavan Ramsubramani,21201,a financial analyst,"New York, New York",New York,New York,NY,J! Archive - Show #7524,2017-05-04,1,860270255855325185,2017-05-04 23:09:46,3,0,I loved visiting the Icelandic outdoors.,"5/4/17:
""I run two elementary libraries.""
""I taught a college course on horror films.""
""I loved visiting the Icelandic outdoors.""
#Jeopardy https://t.co/vO2S1f59gk",True,1,male,I loved visiting the Icelandic outdoors.,answer3,financial analyst,analyst
Ragavan Ramsubramani,20401,a financial analyst,"New York, New York",New York,New York,NY,J! Archive - Show #7523,2017-05-03,3,859952888428331008,2017-05-04 02:08:40,13,3,I met @WarrenBuffett as a student.,"5/3/17:
""I met @WarrenBuffett as a student.""
""I've donated 10 gallons of blood.""
""I took a train to Philly &amp; awoke in Baltimore.""
#Jeopardy https://t.co/wAz6NSfBwn",True,1,male,I met Warren Buffett as a student.,answer1,financial analyst,analyst
Greg Chin,11199,a direct service provider,"New York, New York",New York,New York,NY,J! Archive - Show #7508,2017-04-12,1,852339384502407169,2017-04-13 01:55:19,19,5,Captain Picard was almost like my second dad.,"4/12/17:
""I loved the ruins at Angkor Wat.""
""I've completed the @KYBourbonTrail.""
""Captain Picard was almost like my second dad.""
#Jeopardy https://t.co/jqCHp6iUis",True,0,male,Captain Picard was almost like my second dad.,answer3,direct service provider,miscellaneous
Greg Chin,21399,a direct service provider,"New York, New York",New York,New York,NY,J! Archive - Show #7507,2017-04-11,1,851934653502156800,2017-04-11 23:07:04,20,8,I went to Germany for peace,"4/11/17:
""My choir rehearsal was taped by the KGB""
""An octopus launched itself onto my sea captain""
""I went to Germany for peace""
#Jeopardy https://t.co/1WsaEvL1dz",True,1,male,I went to Germany for peace,answer3,direct service provider,miscellaneous
Greg Chin,16200,a direct service provider,"New York, New York",New York,New York,NY,J! Archive - Show #7506,2017-04-10,2,851572259986837504,2017-04-10 23:07:02,9,4,My mom made me think I was off to military school,"4/10/17:
""My mom made bread &amp; dad milked cows""
""My mom made me think I was off to military school""
""I might be a crazy cat lady""
#Jeopardy https://t.co/6VCD8eOOUr",True,1,male,My mom made me think I was off to military school,answer2,direct service provider,miscellaneous
Bonnie Harris,17201,an English instructor and administrator,"New York, New York",New York,New York,NY,J! Archive - Show #7486,2017-03-13,2,841431284547223552,2017-03-13 23:30:25,17,2,My future husband forgot to teach me piano.,"3/13/17:
""I ride floats and throw beads at Mardi Gras.""
""My future husband forgot to teach me piano.""
""I was a festival princess.""
#Jeopardy https://t.co/H5sxrTDym0",True,0,mostly_female,My future husband forgot to teach me piano.,answer2,english instructor administrator,teacher
Rebecca Glass,300,an administrator,"New York, New York",New York,New York,NY,J! Archive - Show #7437,2017-01-03,2,816439116061667328,2017-01-04 00:20:28,18,3,I compete as a swordsman.,"1/3/17:
""I met my husband at a Scrabble tournament.""
""I compete as a swordsman.""
""I know every @NCAA college team mascot.""
#Jeopardy https://t.co/iwonkvmmMn",True,1,unknown,I compete as a swordsman.,answer2,administrator,administration/ advisory
Julia Kite,18800,a policy and research director,"New York, New York",New York,New York,NY,J! Archive - Show #7427,2016-12-20,2,811362909167190018,2016-12-21 00:09:26,56,13,I try to make safer streets in New York.,"12/20/16:
""I met my boyfriend at a cat's wake.""
""I try to make safer streets in New York.""
""I was in many eating contests.""
#Jeopardy #Cindy https://t.co/6xA1hurHcv",True,0,female,I try to make safer streets in New York.,answer2,policy research director,director
Kristin Szuhany,5201,a graduate student in clinical psychology,"New York, New York",New York,New York,NY,J! Archive - Show #7426,2016-12-19,3,810999736715055105,2016-12-20 00:06:19,47,12,I'll have many hot sauces at my wedding,"12/19/16:
""I'll have many hot sauces at my wedding""
""I was oblivious to a bank hold-up""
""I have hundreds of nail polishes""
#Jeopardy #Cindy https://t.co/pSSFrVJlsI",True,0,female,Ill have many hot sauces at my wedding,answer1,graduate student clinical psychology,grad student
Lexie Gagliardi,7599,a digital fashion editor,"New York, New York",New York,New York,NY,J! Archive - Show #7409,2016-11-24,3,801941312324988928,2016-11-25 00:11:22,22,2,I worked on shoes with @SJP.,"11/24/16:
""I worked on shoes with @SJP.""
""As a lawyer, I, also, don't like lawyers much.""
""I'm trying to write TV comedies alone.""
#Jeopardy https://t.co/JyKPrtzdfR",True,0,female,I worked on shoes with S J P.,answer1,digital fashion editor,editor
Yoey Sacks,4800,a store planner,"New York, New York",New York,New York,NY,J! Archive - Show #7387,2016-10-25,2,791061370728886272,2016-10-25 23:38:22,19,3,I was a zombie in my friend's movie.,"10/25/16:
""Working with Robin Williams was great.""
""I was a zombie in my friend's movie.""
""I was an elephant at @TheFlamingLips.""
#Jeopardy https://t.co/2hZeBuRIlW",True,0,unknown,I was a zombie in my friends movie.,answer2,store planner,miscellaneous
Shyamlee Patel,31001,an office manager and student,"New York, New York",New York,New York,NY,J! Archive - Show #7335,2016-07-01,1,749016977239187456,2016-07-01 23:08:58,7,1,I was a national choir champion,"7/1/16:
""I dove off platforms in college""
""I work at @LincolnsCottage""
""I was a national choir champion""
#Jeopardy https://t.co/F3j3I6NGjR",True,1,unknown,I was a national choir champion,answer3,office manager student,manager
Shyamlee Patel,20401,an office manager and student,"New York, New York",New York,New York,NY,J! Archive - Show #7334,2016-06-30,3,748665454172901376,2016-06-30 23:52:08,23,1,I love pottery and Ghost,"6/30/16:
""I love pottery and Ghost""
""@AlYankovic made me a Jeopardy! fan""
""A shark scared me in Galapagos""
#Jeopardy https://t.co/GOUd9QUZma",True,1,unknown,I love pottery and Ghost,answer1,office manager student,manager
Amber Garrett,800,an entertainment news editor,"New York, New York",New York,New York,NY,J! Archive - Show #7321,2016-06-13,2,742494811177910272,2016-06-13 23:12:12,12,3,I was born on Thanksgiving &amp; hate pumpkin,"6/13/16:
""I went to Bastogne""
""I was born on Thanksgiving &amp; hate pumpkin""
""Players who discuss money lose""
#Jeopardy https://t.co/jCEdEFN75t",True,0,female,I was born on Thanksgiving and hate pumpkin,answer2,entertainment news editor,editor
Kristen Bancroft,0,a compliance executive,"New York, New York",New York,New York,NY,J! Archive - Show #7257,2016-03-15,2,709880726129225729,2016-03-15 23:15:28,26,5,I used my mosquito net poorly,"3/15/16
""I drank at Faulkner's grave""
""I used my mosquito net poorly""
""My name was picked by a missionary""
#Jeopardy https://t.co/wrWXUYMqmm",True,0,female,I used my mosquito net poorly,answer2,compliance executive,manager
John Bozek,8700,an economic development professional,"New York, New York",New York,New York,NY,J! Archive - Show #7248,2016-03-02,3,705185434125602816,2016-03-03 00:18:03,21,10,I hit my future wife with a ball.,"3/2/16:
""I hit my future wife with a ball.""
""I was a uranium miner.""
""I learned the military alphabet.""
#Jeopardy https://t.co/WAHmbuSvx5",True,0,male,I hit my future wife with a ball.,answer1,economic development professional,specialist
Mark Blankenship,400,an arts editor and reporter,"New York, New York",New York,New York,NY,J! Archive - Show #7194,2015-12-17,3,677642947656089601,2015-12-18 00:14:03,28,8,I predict futures knowing hit songs on birthdays,"12/17/15
""I predict futures knowing hit songs on birthdays""
""I'm a classic soprano""
""I jumped off a cliff""
#Jeopardy https://t.co/8GWupuxlc3",True,0,male,I predict futures knowing hit songs on birthdays,answer1,arts editor reporter,writer
Trevor Moore,0,a communications specialist,"New York, New York",New York,New York,NY,J! Archive - Show #7187,2015-12-08,3,674751829574553600,2015-12-10 00:45:47,25,5,I auditioned after brain surgery.,"12/8/15:
""I auditioned after brain surgery.""
""My wife was on Mad Men.""
""I got a softball scholarship.""
#Jeopardy https://t.co/C8tb6yvgtz",True,0,male,I auditioned after brain surgery.,answer1,communications specialist,specialist
Ricky Hudson,8000,a physical therapist,"New York, New York",New York,New York,NY,J! Archive - Show #7179,2015-11-26,1,671373207824297986,2015-11-30 17:00:20,13,11,Kids hid things in my afro ,"11/26/15:
""My kids are Lucinda &amp; Declan""
""My husband &amp; I spoke to peacocks""
""Kids hid things in my afro"" 
#Jeopardy https://t.co/5qlrWmJpju",True,0,male,Kids hid things in my afro ,answer3,physical therapist,misc healthcare
Ricky Hudson,17199,a physical therapist,"New York, New York",New York,New York,NY,J! Archive - Show #7178,2015-11-25,2,669669943139540993,2015-11-26 00:12:10,21,10,I played high school football.,"11/25/15:
""I have a fear of kites.""
""I played high school football.""
""I drove a cathouse on wheels.""
#Jeopardy https://t.co/pO3YaqozE8",True,1,male,I played high school football.,answer2,physical therapist,misc healthcare
Milton John,2000,a physical therapist,"Nanuet, New York",Nanuet,New York,NY,J! Archive - Show #7270,2016-04-01,3,716068879139610625,2016-04-02 01:04:59,16,5,My wife &amp; I argued about Jeopardy,"4/1/16
""My wife &amp; I argued about Jeopardy""
""I deal with the 2008 collapse""
""I crochet Mardi Gras costumes""
#Jeopardy https://t.co/a50vb4Ovua",True,0,unknown,My wife and I argued about Jeopardy,answer1,physical therapist,misc healthcare
Milton John,2000,a physical therapist,"Nanuet, New York",Nanuet,New York,NY,J! Archive - Show #7270,2016-04-01,3,716047140041043968,2016-04-01 23:38:36,47,11,I play lacrosse &amp; soccer,"4/1/16:
""I play lacrosse &amp; soccer""
""I was president of the Education Club""
""I oversee theme park lives""
#Jeopardy https://t.co/jS6oI5X2yb",True,0,unknown,I play lacrosse and soccer,answer1,physical therapist,misc healthcare
Elliot Yates,7200,an opera producer,"New York, New York",New York,New York,NY,J! Archive - Show #7169,2015-11-12,3,664965045189652480,2015-11-13 00:36:35,17,2,I was recognized in Europe.,"11/12/15:
""I was recognized in Europe.""
""My student set me up with a waitress.""
""I love my electric car.""
#Jeopardy https://t.co/kPWKicmNH6",True,0,male,I was recognized in Europe.,answer1,opera producer,actor/artist/designer
Elliot Yates,20601,an opera producer,"New York, New York",New York,New York,NY,J! Archive - Show #6979,2015-01-08,1,553350689238155265,2015-01-09 00:40:59,10,2,I produce operas all over the country.,"1/8/15:
""I proposed in Vegas at the Venetian.""
""I dig up bones.""
""I produce operas all over the country.""
#Jeopardy http://t.co/AWb1kiYpo0",True,0,male,I produce operas all over the country.,answer3,opera producer,actor/artist/designer
Elliot Yates,15000,an opera producer,"New York, New York",New York,New York,NY,J! Archive - Show #6978,2015-01-07,1,552983604146761728,2015-01-08 00:22:19,13,10,I got lost as a kid at Dollywood,"1/7/15:
""I love Belgian &amp; Japanese fashion""
""I was almost named Elspeth""
""I got lost as a kid at Dollywood""
#Jeopardy http://t.co/jFkRYedePZ",True,1,male,I got lost as a kid at Dollywood,answer3,opera producer,actor/artist/designer
Elliot Yates,20799,an opera producer,"New York, New York",New York,New York,NY,J! Archive - Show #6977,2015-01-06,1,552627108716232705,2015-01-07 00:45:44,9,6,I won my money back in Monaco,"1/6/15:
""I'll name a book character after Alex""
""I bumped into Liz Taylor""
""I won my money back in Monaco""
#Jeopardy http://t.co/5wnWvTh2yj",True,1,male,I won my money back in Monaco,answer3,opera producer,actor/artist/designer
Elliot Yates,11000,an opera producer,"New York, New York",New York,New York,NY,J! Archive - Show #6976,2015-01-05,1,552258285722927105,2015-01-06 00:20:10,9,5,I'm writing an opera about Truman Capote.,"1/5/15:
""I forged service hours.""
""I walked atop the CN Tower.""
""I'm writing an opera about Truman Capote.""
#Jeopardy http://t.co/BpdkmkkcGz",True,1,male,Im writing an opera about Truman Capote.,answer3,opera producer,actor/artist/designer
Elliot Yates,18201,an opera producer,"New York, New York",New York,New York,NY,J! Archive - Show #6975,2015-01-02,3,551171036038041601,2015-01-03 00:19:49,4,1,A cop was alarmed by my mannequin pal,"1/2/15:
""A cop was alarmed by my mannequin pal""
""I produce Sci-Fest""
""My wife and I got the same Valentine""
#Jeopardy http://t.co/jjG6CaUyER",True,1,male,A cop was alarmed by my mannequin pal,answer1,opera producer,actor/artist/designer
Nikki Grillos,399,a freelance associate casting director,"New York, New York",New York,New York,NY,J! Archive - Show #7160,2015-10-30,1,660233218176761856,2015-10-30 23:14:00,33,16,I married Mike Teevee,"10/30/15:
""I kept calling my wife's grandpa a penis""
""My class has a crime scene""
""I married Mike Teevee""
#Jeopardy https://t.co/YRci2WUWLm",True,0,female,I married Mike Teevee,answer3,freelance associate casting director,director
Nikki Grillos,16001,a freelance associate casting director,"New York, New York",New York,New York,NY,J! Archive - Show #7159,2015-10-29,1,659891515024678912,2015-10-30 00:36:12,9,2,I started the Schmutz theatre.,"10/29/15:
""I went to Canada instead of debating.""
""I'm a travel advisor.""
""I started the Schmutz theatre.""
#Jeopardy https://t.co/2fzBz6gPZq",True,1,female,I started the Schmutz theatre.,answer3,freelance associate casting director,director
Nikki Grillos,14801,a freelance associate casting director,"New York, New York",New York,New York,NY,J! Archive - Show #7158,2015-10-28,3,659513103340675072,2015-10-28 23:32:31,15,4,I snorkeled with sharks,"10/28/15:
""I snorkeled with sharks""
""My bride marched to Jurassic Park's theme.""
""My wife gave me a charm""
#Jeopardy https://t.co/0TaFKOQStR",True,1,female,I snorkeled with sharks,answer1,freelance associate casting director,director
Dennis Golin,-400,a video editor,"New York, New York",New York,New York,NY,J! Archive - Show #7155,2015-10-23,1,657699738997903361,2015-10-23 23:26:51,9,2,I was in a Normandy paintball game.,"10/23/15:
""I've been to 5 proms with my wife.""
""I work on @NPRATC.""
""I was in a Normandy paintball game.""
#Jeopardy https://t.co/aFJyvUeeyD",True,0,male,I was in a Normandy paintball game.,answer3,video editor,actor/artist/designer
Dennis Golin,27100,a video editor,"New York, New York",New York,New York,NY,J! Archive - Show #7154,2015-10-22,1,657345911908122626,2015-10-23 00:00:52,25,11,I've lived in my apartment all my life,"10/22/15:
""I have many Civil War books""
""I love old-time radio""
""I've lived in my apartment all my life""
#Jeopardy https://t.co/GzVt1Y2H4v",True,1,male,Ive lived in my apartment all my life,answer3,video editor,actor/artist/designer
Dennis Golin,31999,a video editor,"New York, New York",New York,New York,NY,J! Archive - Show #7153,2015-10-21,2,656970777040916480,2015-10-21 23:10:13,6,0,I have a public access sketch show.,"10/21/15:
""I work for @EmeraldYouth.""
""I have a public access sketch show.""
""I sat with Ella Fitzgerald.""
#Jeopardy https://t.co/gbiHtUIKWo",True,1,male,I have a public access sketch show.,answer2,video editor,actor/artist/designer
Michael Baker,5999,a travel media editor,"New York, New York",New York,New York,NY,J! Archive - Show #7149,2015-10-15,1,654801584518381568,2015-10-15 23:30:38,34,11,I sang at Joan Rivers' funeral.,"10/15/15:
""My cat has a web page.""
""I've done stand-up for 12 years.""
""I sang at Joan Rivers' funeral.""
#Jeopardy http://t.co/Puc9XcKM1F",True,0,male,I sang at Joan Rivers funeral.,answer3,travel media editor,editor
Michael Baker,15201,a travel media editor,"New York, New York",New York,New York,NY,J! Archive - Show #7148,2015-10-14,2,654782187124822017,2015-10-15 22:13:33,12,3,I love Broadway shows,"10/14/15:
""I made a pro/con list about my man""
""I love Broadway shows""
""I make homemade birthday cards""
#Jeopardy http://t.co/13SPp0ImHa",True,1,male,I love Broadway shows,answer2,travel media editor,editor
Chris Hurt,20000,an actor and grants analyst,"New York, New York",New York,New York,NY,J! Archive - Show #7045,2015-04-10,1,586668977062948864,2015-04-10 23:15:58,5,3,I narrate blind books.,"4/10/15:
""I played poker and trade stocks for money.""
""I have an identical twin.""
""I narrate blind books.""
#Jeopardy http://t.co/sYWpOPeyCd",True,0,mostly_male,I narrate blind books.,answer3,actor grants analyst,analyst
Chris Hurt,30801,an actor and grants analyst,"New York, New York",New York,New York,NY,J! Archive - Show #7044,2015-04-09,3,586334210492776448,2015-04-10 01:05:44,29,12,@KatieCouric used one of my jokes,"4/9/15:
""@KatieCouric used one of my jokes""
""I didn't get mentioned at graduation""
""I'm buying a bathtub""
#Jeopardy http://t.co/OUffOQEsFk",True,1,mostly_male,Katie Couric used one of my jokes,answer1,actor grants analyst,analyst
Erica Rosengart,3200,an advertising executive originally,"New York, New York",New York,New York,NY,J! Archive - Show #7037,2015-03-31,2,583045718253785089,2015-03-31 23:18:26,15,6,I stayed in the wrong place for 2 weeks,"3/31/15:
""I interviewed Stephen Colbert""
""I stayed in the wrong place for 2 weeks""
""I hung from a ski lift""
#Jeopardy http://t.co/CWuOwrG2jK",True,0,female,I stayed in the wrong place for 2 weeks,answer2,advertising executive originally,unemployed
Rebecca Press Schwartz,3200,a high school administrator,"New York, New York",New York,New York,NY,J! Archive - Show #7019,2015-03-05,3,573642876124553218,2015-03-06 00:34:54,140,59,I wear a hat and I have 5 children.,"3/5/15:
""I wear a hat and I have 5 children.""
""I served on the Enterprise.""
""I bake sourdough bread.""
#Jeopardy http://t.co/fsJzT2N9vv",True,0,female,I wear a hat and I have 5 children.,answer1,high school administrator,misc education
Courtney Jordan,100,a dancer,"New York, New York",New York,New York,NY,J! Archive - Show #6946,2014-11-24,2,537038181884252160,2014-11-25 00:20:54,7,2,My dance costume fell off.,"11/24/14:
""Buzz Aldrin joked about dying with me.""
""My dance costume fell off.""
""I VP Alpha Chi Omega.""
#Jeopardy http://t.co/OKjAlUwVy7",True,0,mostly_female,My dance costume fell off.,answer2,dancer,actor/artist/designer
Terri Pous,5599,a social media editor,"New York, New York",New York,New York,NY,J! Archive - Show #6913,2014-10-08,1,519990320096763904,2014-10-08 23:18:47,2,0,I work for @BridesMagazine,"10/8/14:
""I used Jeopardy phrasing on sports radio""
""I made a multi-cat cake""
""I work for @BridesMagazine""
#Jeopardy http://t.co/Lx0TCnFhj5",True,0,female,I work for Brides Magazine,answer3,social media editor,actor/artist/designer
Terri Pous,5599,a social media editor,"New York, New York",New York,New York,NY,J! Archive - Show #6913,2014-10-08,1,519970031484928001,2014-10-08 21:58:10,1,0,I'm a deck hockey goalie.,"10/8/14:
""I ran any track distance.""
""I saw a Philly no hitter in '03.""
""I'm a deck hockey goalie.""
#SportsJeopardy http://t.co/2voV90ZJ9j",True,0,female,Im a deck hockey goalie.,answer3,social media editor,actor/artist/designer
Terri Pous,13200,a social media editor,"New York, New York",New York,New York,NY,J! Archive - Show #6912,2014-10-07,1,519640905255362562,2014-10-08 00:10:20,2,1,I lived near John Glenn.,"10/7/14:
""I field train officers.""
""I impersonate Christopher Walken in scenes.""
""I lived near John Glenn.""
#Jeopardy http://t.co/5svoF66jN9",True,1,female,I lived near John Glenn.,answer3,social media editor,actor/artist/designer
Terri Pous,23601,a social media editor,"New York, New York",New York,New York,NY,J! Archive - Show #6911,2014-10-06,2,519263836705017856,2014-10-06 23:12:00,2,1,I was a docent at @TudorPlace.,"10/6/14:
""I went to dinner with Charles Schulz.""
""I was a docent at @TudorPlace.""
""I can't ride a bicycle.""
#Jeopardy http://t.co/4j5BiJ7Xnm",True,1,female,I was a docent at Tudor Place.,answer2,social media editor,actor/artist/designer
Winston Nguyen,10067,a health aide,"New York, New York",New York,New York,NY,J! Archive - Show #6885,2014-07-18,3,490285983137398785,2014-07-19 00:04:22,1,2,I collect signed ballet shoes,"7/18/14:
""I collect signed ballet shoes""
""I will fly an Antarctic telescope""
""I lettered in boys' tennis""
#Jeopardy http://t.co/qW8adagjsk",True,1,male,I collect signed ballet shoes,answer1,health aide,misc health
Andrew Harris,15000,a corporate intelligence analyst,"New York, New York",New York,New York,NY,J! Archive - Show #6880,2014-07-11,2,487738783777841153,2014-07-11 23:22:42,1,0,I was a national curling champion,"7/11/14:
""I taught music for 34 years""
""I was a national curling champion""
""We wore British wedding hats""
#Jeopardy http://t.co/2oj5PH9eFU",True,0,male,I was a national curling champion,answer2,corporate intelligence analyst,analyst
Shloka Ananthanarayanan,400,a compliance analyst,"New York, New York",New York,New York,NY,J! Archive - Show #6872,2014-07-01,2,484111573263216640,2014-07-01 23:09:28,1,1,I was a college Bollywood DJ,"7/1/14:
""I want to take a better honeymoon.
""I was a college Bollywood DJ""
""I had a coyote runway landing""
#Jeopardy http://t.co/zdzHoSTyvX",True,0,unknown,I was a college Bollywood DJ,answer2,compliance analyst,analyst
Arthur Chu,0,a compliance analyst,"Broadview Heights, Ohio",Broadview Heights,Ohio,OH,J! Archive - Show #6945,2014-11-21,2,535953353084530688,2014-11-22 00:30:11,7,2,Thanks to Asian-Americans.,"11/21/14:
""Thanks to my friends and family.""
""Thanks to Asian-Americans.""
""Thanks to South Carolinians.""
#Jeopardy http://t.co/zR718KW4tx",True,0,male,Thanks to Asian-Americans.,answer2,compliance analyst,analyst
Arthur Chu,15600,a compliance analyst,"Broadview Heights, Ohio",Broadview Heights,Ohio,OH,J! Archive - Show #6944,2014-11-20,2,535593570065842176,2014-11-21 00:40:32,9,7,Ken Jennings interviewed me.,"11/20/14:
""I shacked up in Paris for a month.""
""Ken Jennings interviewed me.""
""I bought a bed.""
#Jeopardy http://t.co/dlnwk46jUH",True,0,male,Ken Jennings interviewed me.,answer2,compliance analyst,analyst
Arthur Chu,25601,a compliance analyst,"Broadview Heights, Ohio",Broadview Heights,Ohio,OH,J! Archive - Show #6942,2014-11-18,1,534864201953837058,2014-11-19 00:22:17,9,1,I blog.,"11/18/14:
""I broke down realizing my debt was gone.""
""I was most entertaining in my hometown.""
""I blog.""
#Jeopardy http://t.co/e1NFaIKgQS",True,1,male,I blog.,answer3,compliance analyst,analyst
Arthur Chu,21000,a compliance analyst,"Broadview Heights, Ohio",Broadview Heights,Ohio,OH,J! Archive - Show #6937,2014-11-11,1,532324131887276032,2014-11-12 00:08:57,7,4,I was animated in Taiwan.,"11/11/14:
""I knocked items off my bucket list.""
""I bought a big-kitchen house.""
""I was animated in Taiwan.""
#Jeopardy http://t.co/20B6a4DEgC",True,1,male,I was animated in Taiwan.,answer3,compliance analyst,analyst
Sari Laufer,8399,a rabbi,"New York, New York",New York,New York,NY,J! Archive - Show #6858,2014-06-11,3,476865853514731521,2014-06-11 23:17:33,2,1,My son's name is Jacob 'Kobe',"6/11/14
""My son's name is Jacob 'Kobe'""
""I do Special Victims Unit work""
""Search &amp; Rescue had to find me"" 
#Jeopardy http://t.co/ZuyPCFOCUX",True,0,female,My sons name is Jacob Kobe,answer1,rabbi,military/ clergy
Jessica Guard,16201,an entertainment litigation attorney,"New York, New York",New York,New York,NY,J! Archive - Show #6814,2014-04-10,3,454396488735399937,2014-04-10 23:12:19,1,2,I'll follow the U.S. World Cup team,"4/10/14:
""I'll follow the U.S. World Cup team""
""I married my mother""
""I entered a DC tree lighting contest""
#Jeopardy http://t.co/6zPbvSbDnl",True,0,female,Ill follow the U.S. World Cup team,answer1,entertainment litigation attorney,lawyer
Adam Stone,1,an associate professor of political science,"Marietta, Georgia",Marietta,Georgia,GA,J! Archive - Show #7996,2019-05-20,3,1130662603594829824,2019-05-21 02:32:26,41,4,I don't know what to call my facial hair.,"5/20/19:
""I don't know what to call my facial hair.""
""I've shaved my head 3 times.""
""I played online poker and attended little class in college.""
#Jeopardy https://t.co/ExxQndRHQr",True,0,male,I dont know what to call my facial hair.,answer1,associate professor political science,professor
Megan Loyd,1999,a stay-at-home mom originally,"Marietta, Georgia",Marietta,Georgia,GA,J! Archive - Show #7218,2016-01-20,3,689965397563539457,2016-01-21 00:19:04,44,13,I met the Pope on my honeymoon,"1/20/16
""I met the Pope on my honeymoon""
""I want to deliver a stranger's baby""
""My dogs are Moses &amp; Apple""
#Jeopardy https://t.co/JlxDsU0vAb",True,0,female,I met the Pope on my honeymoon,answer1,stay-at-home mom originally,unemployed
